ID,HOF_S(kJ/mol),smiles
SITRAQ,5.1,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,-102.7,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,-189.5,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,-219.4,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,-201.5,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,23.1,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,-5.5,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,195.9,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,-143.8,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,62.3,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,-114.1,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,-294.4,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,33.5,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,-419,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,16.7,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,-43.3,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,-21.2,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,77.9,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,109.8,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,38.4,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,-42,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
SOSYAC,-858.8,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,235.3,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,56.7,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,-388.6,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,-83.2,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,421.9,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,-319.2,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,-574.5,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
SUGFUV,-983.8,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-]
SULROG,-392,[O-][N+](=O)c1nccn1CC(=O)NCCO
SULSID,-293.8,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
SUVLAW,186.2,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
SUVQOP,-305.5,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
SUWFIZ,68,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
SUYREK,-437.9,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
SUZCEX,112.4,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C
SUZRAH,-445.4,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
TABRET,207.9,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
TABZII,-329.2,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
TACGIN,195.4,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
TADVAW,-36.6,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
TAFCEI,-26.9,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,-338.7,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,-88.6,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
TAFMEV,-73.1,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1
TAFTOJ,-152.5,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
TALBIU,-486.8,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-]
TANHAR,317.1,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
TANPUT,-449.6,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
TAPPIK,-177.1,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C
TAPQAD,-21.8,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
TATNBZ,-93.7,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
TAWLUZ01,23.9,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
TAXDUU,-145.7,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
TAXSER,-50.6,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
TAYHUX,434.9,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-]
TAYVUN,-217.8,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C
TAZVAS,74.2,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
TEBCAE,-193.1,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-]
TEBHAJ,-23.8,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
TECQUN,-594.7,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
TECSAX,-90.6,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
TECSEB,-65.4,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-]
TEDYAC,126.8,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C
TEDYOT,159.9,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
TEFVEG,-388.2,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C
TEHGUI,-107.3,Cc1ccc(c(c1)[N+](=O)[O-])N
TEHKIC,-347.4,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,-568.6,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,-295.1,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,297.4,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,230.4,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
TEQZEU,-21.2,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,71.1,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,618.4,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,16.5,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,-165.7,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,-183.7,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,-1035.2,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,-306.8,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,-746.7,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,-738.6,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,-46.9,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,-66.5,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,-103.9,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,-895.9,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,-301.9,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,-568.2,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,-141.9,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,-132.7,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,-93.1,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,111,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,36.3,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,-258.5,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,-253.4,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,32.9,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,-561.8,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,-360.4,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,-120.2,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,-104.3,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,-284.3,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,-254.9,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,-284.1,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,64.8,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,-116.3,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,57.5,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,-64.1,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,-142.9,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,-80.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,-33.7,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,-120.4,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,-234.4,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,192.1,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,-455.6,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,-141,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,88.9,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,-329,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,-72.2,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,-51.7,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,-9.6,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,-644.1,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,-505.5,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,-378.5,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,-751,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,-210.4,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,-694.7,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,-90.5,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,-23.1,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,66.6,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,-479.2,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,135.3,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,-292.1,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,-614.4,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,-373.7,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,144.8,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,118.8,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,93.2,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,58.5,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,179.5,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,-290.8,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,51.8,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,-418.1,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,-397.5,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,-476,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,-142.6,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,-481.9,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,-261.2,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,-264.2,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,-680.2,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,101.2,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,-254,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,-225.9,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,-324.8,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,58.4,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,-326.1,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,-412,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,-304.3,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,-229,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,121.6,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,-446.4,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,80.3,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,-343,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,485.4,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,-314,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,-277.1,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,-363.2,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,-201,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,36,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,-727.2,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,27.9,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,-30.8,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,-43.9,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,-3.8,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,-242.2,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,22,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,-315.2,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,-765.9,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,-86,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,-89.8,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,-91.2,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,-739.9,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,-608.6,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,238.9,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,74.7,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,-96.3,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,-28,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,-240.6,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,-658.7,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,-256.6,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,-67.5,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,109.6,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,-531.9,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,-57.9,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,-439.4,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,-184.8,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,-65.7,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,206.1,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,-576.7,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,-565,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,-63.8,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,-484.2,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,-834.6,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,-0.5,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,-42.1,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,-398.1,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,-198.4,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,-165.6,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,-140.1,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,-385.7,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,50.5,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,-13.1,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,-191.9,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,62.6,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,143.3,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,-296.1,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,-296,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,-48.2,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,-1.9,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,-384.5,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,-268.5,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,93.1,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,-305.7,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,-369.4,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,-500,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,-407.4,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,96.3,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,-526.4,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,3.8,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,-47.8,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,-15.4,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,-44.1,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,-144.6,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,-672.4,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,-81.6,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,-149.7,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,-39.1,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,-64.1,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
VUCBAW,-107.9,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,-94.2,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,-685.8,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,-444.9,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,-38.3,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,-39.1,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,-379.4,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,-34.9,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,-73.5,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,-154.4,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,-178.5,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
